C.2   n.4      0.13846132  7  1  3  11
C.2   o.3      0.04546651  7  1  6  12
C.2   o.2     -0.00095914  7  1  7  13
C.2   o.co2    0.03333449  7  1  8  14
C.2   n.ar     0.00612488  7  1 10  15
C.AR  c.3     -0.49059604  7  2  0  16
C.AR  c.2     -0.46008097  7  2  1  17
C.AR  c.ar    -0.38442401  7  2  2  18
C.AR  o.3     -0.38646722  7  2  6  19
C.AR  o.2     -0.36598593  7  2  7  20
C.AR  o.co2   -0.09491405  7  2  8  21
C.AR  n.ar    -0.42141872  7  2 10  22
C.AR  f       -0.51447311  7  2 11  23
C.CAT o.co2   -0.52733168  7  3  8  24
N.4   o.3     -0.47261623  7  4  6  25
N.4   o.co2   -0.95320476  7  4  8  26
N.AM  c.3      0.34632662  7  5  0  27
N.AM  c.2      0.50145026  7  5  1  28
N.AM  c.ar     0.27518254  7  5  2  29
N.AM  o.3      0.21004536  7  5  6  30
N.AM  o.2      0.23196525  7  5  7  31
N.AM  o.co2    0.12705572  7  5  8  32
N.AM  n.ar     0.00509327  7  5 10  33
N.PL3 c.3     -0.28477153  7  6  0  34
N.PL3 c.2     -0.37944140  7  6  1  35
N.PL3 c.ar    -0.08142518  7  6  2  36
N.PL3 o.3     -0.55697895  7  6  6  37
N.PL3 o.2     -0.35389069  7  6  7  38
N.PL3 o.co2   -0.90507669  7  6  8  39
N.2   o.3     -0.79132528  7  7  6  40
N.2   o.2     -0.86499807  7  7  7  41
N.2   o.co2   -0.88585324  7  7  8  42
O.3   c.3     -0.31634754  7  8  0  43
O.3   c.2     -0.21732585  7  8  1  44
O.3   c.ar    -0.17711838  7  8  2  45
O.3   n.4     -0.28248223  7  8  3  46
O.3   n.pl3   -0.24114296  7  8  5  47
O.3   o.3     -0.31231548  7  8  6  48
O.3   o.2     -0.14798514  7  8  7  49
O.3   o.co2   -0.51287257  7  8  8  50
O.3   n.ar    -0.37522758  7  8 10  51
O.2   c.3      0.44190498  7  9  0  52
O.2   c.2      0.40837365  7  9  1  53
O.2   c.ar     0.28323276  7  9  2  54
O.2   n.4      0.23672180  7  9  3  55
O.2   n.am     0.45424974  7  9  4  56
O.2   n.pl3    0.43799432  7  9  5  57
O.2   o.3      0.28502155  7  9  6  58
O.2   o.2      0.02781140  7  9  7  59
O.2   o.co2    0.09871377  7  9  8  60
O.2   n.ar     0.18192145  7  9 10  61
O.CO2 c.3     -0.32958155  7 10  0  62
O.CO2 c.2     -0.27116058  7 10  1  63
O.CO2 c.ar    -0.11458288  7 10  2  64
O.CO2 n.4     -0.68672001  7 10  3  65
O.CO2 n.am    -0.28096749  7 10  4  66
O.CO2 n.pl3   -0.07359937  7 10  5  67
O.CO2 o.3     -0.46334739  7 10  6  68
O.CO2 o.2     -0.25873517  7 10  7  69
O.CO2 o.co2   -0.62114044  7 10  8  70
O.CO2 n.ar    -0.40032608  7 10 10  71
MET   c.2     -2.58309829  7 11  1  72
MET   o.3     -2.30541220  7 11  6  73
MET   o.2     -2.09603063  7 11  7  74
MET   o.co2   -2.81491389  7 11  8  75
MET   p.3     -2.40938033  7 11  9  76
C.3   c.3      0.04633250  8  0  0   1
C.3   c.2      0.09840504  8  0  1   2
C.3   c.ar    -0.05253118  8  0  2   3
C.3   o.3      0.07845158  8  0  6   4
C.3   o.2      0.16559269  8  0  7   5
C.3   o.co2    0.16685235  8  0  8   6
C.3   n.ar    -0.03801308  8  0 10   7
C.3   f       -0.03459834  8  0 11   8
C.2   c.3      0.11626434  8  1  0   9
C.2   c.ar     0.10484229  8  1  2  10
C.2   n.4      0.04033961  8  1  3  11
C.2   o.3      0.04542144  8  1  6  12
C.2   o.2      0.14010031  8  1  7  13
C.2   o.co2    0.02333240  8  1  8  14
C.2   n.ar     0.05484923  8  1 10  15
C.AR  c.3     -0.44291016  8  2  0  16
C.AR  c.2     -0.43549518  8  2  1  17
C.AR  c.ar    -0.32540240  8  2  2  18
C.AR  o.3     -0.37560067  8  2  6  19
C.AR  o.2     -0.31195510  8  2  7  20
C.AR  o.co2   -0.08563055  8  2  8  21
C.AR  n.ar    -0.31129578  8  2 10  22
C.AR  f       -0.46086716  8  2 11  23
C.CAT o.co2   -0.57544661  8  3  8  24
N.4   o.3     -0.55999603  8  4  6  25
N.4   o.co2   -0.79851272  8  4  8  26
N.AM  c.3      0.22658961  8  5  0  27
N.AM  c.2      0.26056334  8  5  1  28
N.AM  c.ar     0.15744924  8  5  2  29
N.AM  o.3      0.19230547  8  5  6  30
N.AM  o.2      0.24741386  8  5  7  31
N.AM  o.co2    0.09906434  8  5  8  32
N.AM  n.ar     0.07219870  8  5 10  33
N.PL3 c.3     -0.36583768  8  6  0  34
N.PL3 c.2     -0.46864438  8  6  1  35
N.PL3 c.ar    -0.06129255  8  6  2  36
N.PL3 o.3     -0.53655374  8  6  6  37
N.PL3 o.2     -0.34331958  8  6  7  38
N.PL3 o.co2   -0.73495563  8  6  8  39
N.2   o.3     -0.67639198  8  7  6  40
N.2   o.2     -0.71032320  8  7  7  41
N.2   o.co2   -0.64066053  8  7  8  42
O.3   c.3     -0.23572564  8  8  0  43
O.3   c.2     -0.16688124  8  8  1  44
O.3   c.ar    -0.15989250  8  8  2  45
O.3   n.4     -0.32738601  8  8  3  46
O.3   n.pl3   -0.18127436  8  8  5  47
O.3   o.3     -0.21053312  8  8  6  48
O.3   o.2     -0.11435417  8  8  7  49
O.3   o.co2   -0.18508293  8  8  8  50
O.3   n.ar    -0.26026923  8  8 10  51
O.2   c.3      0.41563316  8  9  0  52
O.2   c.2      0.34818958  8  9  1  53
O.2   c.ar     0.20740834  8  9  2  54
O.2   n.4      0.42659050  8  9  3  55
O.2   n.am     0.36537101  8  9  4  56
O.2   n.pl3    0.16285313  8  9  5  57
O.2   o.3      0.28139770  8  9  6  58
O.2   o.2      0.23863160  8  9  7  59
O.2   o.co2    0.15223465  8  9  8  60
O.2   n.ar     0.11456226  8  9 10  61
O.CO2 c.3     -0.29742505  8 10  0  62
O.CO2 c.2     -0.22995843  8 10  1  63
